text,labels
Huyu mbunge kweli ni challenge na nishujaa ,[1]
Ukiwa Waziri wa Maliasili na Utalii ndio unafanania hivi nyakati hizi za kukaribia kampeni za Uchaguzi Mkuu. ,[5]
Hunijui wewe ndo mana unanifanyia vitu vya kipumbavu,[2]
Kama sio movie hii sijui tu,[0]
Hongeraaa sanaa Mkuuu Wa Shule Mungu akuongezeee,[1]
" Kama ingekua dua bila matendo zinasaidia, Saudi Arabia ingekua haina maambukizi",[5]
"Hii husababisha kukasirika kwa Wajerumani, ambao hujikuta wakilazimishwa kuongea Kiingereza na kusema kwamba watatatua suala hilo kwa amri "". ",[2]
"Nigel alikata tamaa lakini sikufanya, ukweli ni wamenisingizia. ",[3]
unaweza kuacha kuhangaisha channel??,[2]
nimeliona onyo lako lakini sikudhani inaweza kuwa ya kusikitisha kiasi hiki....,[3]
"Chanjo inakuwa na uwezo wa kumkinga aliyechanjwa, Sasa hii asiyechanywa na aliyechanjwa wanaambukizwa. Sasa hi ni chanjo gani Sasa isiyokusaidia.",[5]
Mkuu acha kuandika taarifa za uongo huyu marehemu sio mmachinga ni konda wa daladala,[4]
 Sikukuu ilikuwa kubwa; walicheza na kuimba; wote walikuwa na furaha; na ninatamani tu kwamba wewe na mimi tungekuwa pale pamoja.,[1]
Usinisogelee,[6]
"Vincent alikubali, kwa roho ya chini sana kuweka upinzani kwa kaka yake. ",[3]
Wengine wanasema wapinzani watakuja kulipiza kisasi na watu wengi watafungwa na nchi itakuwa haijatulia.,[6]
Mimi mke wangu hunipikia wali uliowekwa matango.,[0]
Endeleni kujipendekeza,[4]
Kuwa mwalimu hii nchi ni laana kubwa sema tu basi,[2]
Kweli !,[5]
"nikiangalia ntashindwa kulala usiku, inatisha ",[6]
moyo wangu unaenda mbio kjamani kwa hofu niliyoipata,[6]
Tuko mbali na tunayo msisimko mkubwa. ,[1]
Aibu nyingine hii hapa.,[4]
Hi hali huwa ina nitokea hata nikiwa bar.,[0]
ALAN kutoka Derbyshire alifadhaika alipogundua kuwa kila mtaalam ambaye aliwasiliana naye alipendekeza hatua tofauti. ,[3]
Jamaa anaweza sana,[1]
Kwa Mara ya kwanza wizara ya afya imepata fundi anayeijua wizara na ni mzalendo..,[1]
Hivi hakuna watangazaji wa maana huko global?? Mnatupa watu wa hovyoo,[2]
"Ina nguvu sana, na bado inafurahisha. """,[1]
Huu uzi unaenda kwa kasi ya 5g aiseee,[1]
Hongera sana kwa mzazi ulie jitolea kumsomesha huyo mtoto Mungu akubariki sana,[1]
"Amakweli dhama hizi ni za kidijitali, upo msibani, upo kwenye majonzi unakumbuka kuweka propaganda zako huku",[4]
Maambukizi ya corona: Watu 6 wamefariki na wengine 226 wakiambukizwa nchini.,[3]
pia kwa nini hafanyi basi kazi?,[4]
"Poleni wana familia na poleni serikali na bunge, Mwenyezi Mungu ampumzishe kwa amani",[3]
"Kwanza utupe ya kuonja, bwana",[0]
" ""Kaburi! Nichimbieni kaburi!"" badon sauti ilisikika masikioni mwake; alikuwa na hofu kwamba jogoo anaweza kuwika, na safu ya kwanza nyekundu ikaonekana mashariki, kabla hajamaliza kazi yake; na kisha angepotea.",[6]
 Watu wako wanakufa kama mbuzi kwa tarifa yako.,"[2, 4]"
Kuna makabila hata kuwatania huwezi maana ni makatili ya makatili ,[6]
Wimbi la furaha lilifurika juu yake wakati anajitenga na kusoma barua yake kutoka kwa mpenzi wake. ,[1]
Nimekuangalia tuu nikavutiwa na wewe,[1]
Kutakuwa na kivumbi hapa kesho .,[4]
jambazi mkubwa huyo anataka kumibia huyo mama mali zake,[2]
"Watumishi wengi wa serikali wanaelimu lakini akili hawana, itakupa wakati ngumu sana kuwaongoza","[2, 4]"
Yeye tu na uboya wake au kuna kiki wanatengeneza ni juu yao ila walimu wako vizuri tu ,"[2, 4]"
HOYEE NIMEWAKUBALI SANA MAKAMANDA LAZIMA WANYOOKE HAO HUYO BABA HANA MAANA KABISA YANI WAMEMUUA MTOTO WAO DA KWAKWELI HATARI MTU HATA KAMA HUMPENDI MSIMUUWE NDUGU ZANGU WA KILEMA MNANINI KIRU ????????????,"[3, 4]"
Nimepokea barua ya uandikishwaji kutoka chuo Kikuu cha Cambridge !,[1]
hadi meko iko katikati ya nyumba ina maana hata jiko la mkaa hana ????????????????kuna watu wamembua ma roho mbaya duniani,"[3, 4]"
"Tunashukuru kwa hatua mathubuti, na uongozi thabiti, wa rais wetu. Ushauri watalii wanaokuja kwa busara wakaguliwe wao na mizigo yao ili kujiridhisha usalama wa nchi na watu wake.",[1]
Kuonekana kwa aibu na huzuni usoni mwake kumesababisha atengwe na rafiki zake baadhi,[3]
Umekwazura gari yangu . Oho rangi hii nilipambana kuiweka .,[2]
MIMI NAJUA MATAGA NDO WANAKOSAGA FOLLOWER KWA PUMBA ZAO WANAZOTOA.,[4]
"Maswali ya Julia juu ya mstari ambao mawakili wa utetezi walikuwa wanachukua ilikuwa sawa na kitu chochote kile ambacho alikuwa amewahi kumuuliza David, na wakamjaza raha ya raha. ",[1]
yani ningekuwa na uwezo kila onapoongea tu na kupa million hamsin ,[1]
"Tanzania haina maambukizi ya virusi vya Corona kabisa baada ya maombo ya siku 3, lakini shirika la afya duniani limeelezea wasiwasi kuhusu mikakati hiyo kupambana na janga hilo la afya.",[6]
"Hey ni zaidi ya miaka 50 ccm ipo madarakani in case unajitoa akili. Hinyo basi, hata ije 50 mingine maisha yenu yatabaki kuwa ya matumaini hivyo. ",[5]
Yeah . Ni boring . Ningependa badala ya kusoma hiki nisome kitu cha kusisimua.,[3]
"Oh, nampenda sana pia. si tu kuwa anajua kuimba vizuri, lakini anaonyesha uvumilivu anapokutana na changamoto katika mashindano .",[1]
Sisi wa Chelsea na simba tunalala saa ngapi?  Maana furaha zikizidi kama hivi ni  raha zaidi ????????????????,[1]
hofu ya mwizi,[6]
Kutokana na hilo hapo juu anaiingizia hasara serikali kwenye miradi mingi,[4]
"amenipigia simu mara nne kwa siku na jana pia amepiga, ofisini bosi akaipokea",[4]
"Unamfunga mtu, labda mlevi, siku inayofuata anajisikia aibu na karibu ataweza kulalamika ",[4]
"Kwa tabasamu pana, lilifurahisha, kwa sababu hakutarajia kumuona tena, alicheka",[1]
Na hii ndio iwe fundisho kwa wazazi wenye mahusiano mbovu na watoto wao.,[2]
Niko na furaha iliyoje,[1]
hapo jana ilithibitishwa kesi 7 za Ebola na vifo vitatu kutokana na mlipuko mpya wa ugonjwa huo ,[3]
unafiki na usanii umewajaa,[4]
Mimi ni mtu mwenye bahati zaidi ulimwenguni- mwenye nguvu na mzuri ,[1]
Wamama wana hela jamani sasa hivi gonga like kwa mmiliki wa Lori,[1]
"Oh , kweli ?",[5]
Huyo aperekwe jela nae ajiskie vile mtoto wawatu kateseka uko,[2]
Umauti umemkutia nyumbani,[3]
hatuwezi kutegemea kauli ya Mbunge peke yake ktk suala hili.,[4]
Hospitalini chanjo zipo kibao hasa kwa watoto na mama wajawazito. Mbona hawajazikataa??,"[2, 4, 5]"
Wafuasi wa CHADEMA wamejipenyeza kwenye utumishi wa uma sasa wanahujumu serikali wazi wazi!,[4]
"samahani baba. Unaweza kuniambia jina lako na agizo lako tena , tafadhali ? Nitaangalia kwenye waliowekwa kando .",[3]
lakini nani asiyeogopa mambo kama hayo,[6]
Msameheni janani,[3]
"Huyu dada nae hayuko sawa, hajang'amua tu kuwa hapendwi",[5]
"umepata mtoto wa kiume, hongera.",[1]
Jamani inauma sana eee...Mungu wape faraja familia hii...,[3]
Waziri huku vijijini hali mbaya mno,[4]
"Jitathmini unachoweza kufanya kwa ufanisi, jiongezee ujuzi kwa kusoma vitabu na makala mbalimbali kuhusu fani husika.",[0]
Ni siku nzuri ! Hebu tuzunguke sehemu mbalimbali katika hifadhi.,[1]
wewe ni noma nakuelewa sana ,[1]
Ndio nashangaa jamaa hapendi amani ama nini ????????,[5]
Umenipa faraja kubwa sana mwanangu mpendwa,[1]
Uswahilini ni shidaaaaa kweli hawanaga kazi zakufanyaaa,[4]
"Maoni yake ni kwanini chama pinzani kimeungwa mkono na watu wa nje ya nchi, hili ni tishio",[6]
Rocastle alipata mahojiano marefu ya ukurasa kuelezea picha fulani. ,[5]
Nilianza kuwa nao mara kadhaa kwa wiki hisia za kuteswa na hallucinations ,[6]
"Mwanzoni, alishangaa sana wakati alipomkuta akicheka. ",[5]
kusema kweli nimeshtushwa sana na hizo habari,[5]
"Kazi isiyo ya kawaida ilisababisha safu, safu zilisababisha ugomvi, ugomvi ulipelekea kijana huyo kupigwa na sauti kali na mama yake aliyekasirishwa. ",[2]
Jumapili yenye furaha,[1]
Sema huyu mzee nae anajiabisha ..... Anajifanya chawa wa Kigogo,[4]
KARIBU SANA MWAMBA WA SIASA   WILAYA YA KINONDONI Karibu sana ACT WAZALENDO ,[1]
Nampenda sana huyu dada,[1]
Sawa bwana ila mbona hujazungumzia kijivukiza na kikombe cha babu?,[0]
" Na hiki ndo kitu nimekua nasifu sana kwako unajitaidi kuwafanya hawa watu waamke usingizini lakin wao huzid kuvuta shuka, hatuwez kuleta mabadiliko kwa kuoneana huruma na kupeana matumaini bila kuwajibika, bila mapambano madhubuti!",[4]
"Licha ya huzuni yake, hakuweza kusaidia lakini kuhisi kufurahi. ",[3]
ivi enyi waeshimiwa mnapo fika bungeni mnasaau shida za watanzania na mlikotokea !,[5]
niliambiwa watu wazee walikuwa na wivu na hasira wakati kujifunza kwa kompyuta kuletwa kwa vijana walemavu. ,[2]
Unahoteli kubwa hivyo?,[5]
Gunia 2 za mkaa! Umemaanisha nini?,[5]
" Kwa hivyo mwaka ulipita, na mfalme aliwazawadia zawadi ambayo iliwapendeza zaidi.",[1]
"`Nilikuwa na huzuni na mwenye huruma, lakini sijasikika zaidi. ",[3]
"Kwani ukidharauliwa unapungua  uzito, na wewe dharau",[5]
`Lakini watu wengine walisikitika sana na kuwa na wasiwasi. ,[3]
Ilipungua na sasa IMERUDI kwa kasi ya kutisha ??,[6]
"Daaaah jamani mzee wa Watu, wamemwonea sana",[3]
"Nilianguka nilipokuwa njiani kuelekea shule, na baiskeli yako imeharibika kidogo. Samahani sana",[3]
" Alikuwa amekaa juu ya kiti kidogo kinachozunguka, akikunja vidole gumba vya mikono na kutabasamu, na miguu yake juu ya bango.",[1]
Ninapata uvivu kwenda kazini LAKINI....ni ijumaaaaaa!! whoop!!!,[1]
Anayemkubali mke wa ROMA na mke wa Babu tale tujuwane,[1]
"Maeneo mengi changamoto ya foleni ipo,ukitembelea mahospitalini ndio utachanganikiwa zaidi; wahitaji wa huduma ni wengi kuliko watoa huduma au vitendea kazi",[3]
"Kama una mtindio wa bongo utahitaji session ya pembeni kueleweshwa, sio unatuharibia mada watu woote hapa",[4]
 Nchi unazotaka kutuaminisha kwamba wana chukua preventative measures ndio wanaongoza kwa vifo. Tumia nafasi yako kuelimisha watu,[4]
Kiukweli ni kauli za aibu zama hizi. Kulaumu wengine kwa madhaifu yetu,[4]
"Umependeza leo, karembo flani hivi nimependa na mtindo wako wa nywele .",[1]
Kwa hiyo walicreate scene wenyewe ili waje kuonekana watu wema.,[4]
Ndio! Niliileta siku tu ilivyozinduliwa.,[1]
 Kama naona viwanja vya Liwiti vimenuna? Si angesubiri hata siku ya soko J4 angalau angeambulia mapicha picha. Wanaotegemewa kuleta faraja na matumaini na bata eti ndio wanaomba tena michango.,[5]
Ni mtoto wake na hatuwezi jua amepoteza vingapi toka ampoteze mwanae.?,[0]
Kidhungu cha kaka etu ni magumashii na vituko tu aisee,[1]
Hata kwenye chama Cha mapinduzi wapo wapinga dili mulikeni,[4]
Mvulana huyo alikuwa na moyo uliyevunjika na asiyeweza kufanya chochote kwa alivyoishiwa na nguvuu. ,[3]
napenda sana chakula cha wachina .,[1]
"Hakuweza kunishawishi wakati huo kwamba kitu chochote kibaya kinaweza kutokea, sasa kwa muda mfupi nilihisi kufurahi, kutulia na kufurahi. ",[1]
nitakasirika sasahivi,[2]
Aache hiyo michezooo ni hatari,[6]
Clare aliumizwa na kuapa kuwa hatarudi shule tena. ,[3]
Lenin alikasirika aliposikia habari hiyo. ,[2]
nimemiss tamasha jumanne tayari. Ningependa kwa kweli kama tungeeenda kuona tena... ilikuwa ya kufurahisha...,[1]
Zamani matangazo ya vifo tulikuwa tumezoea kuyasikia radioni... Sahivi ni Twitter tu.,[5]
"ulikuwa wapi wewe, umechelewa lisaa lizima",[2]
"alimtazama mama yake kwa utulivu, chozi likamtiririka shavuni.",[3]
Pumbavu familia ya marehemu...hamna haya nyie.....mnamnyima MTU chakula mpaka mkamua kuuwa,"[2, 4]"
"Anaonekana hataki kazi huyu, maana si kwa uvivu huo",[4]
Kweli ?huwezi kuwepo muda mrefu kidogo ?,[5]
@kigogo2014 Hawana furaha wezi wa kura halafu anasema aombewe,[4]
"hongera dada unajua kupenda, Mungu akubariki mtumishi unahekima sana",[1]
"Nini fujo , Jack !",[2]
Mama yake alitabasamu baada ya kumwona mwanae waliepotezana kwa miaka mingi. ,[1]
Watie ndan wote hao hawapendii maendeleo,[2]
"wame mtumiya pasipo kujuwa, yeye ni shabiki wa mondi, alicho fanya harmo si powa",[4]
Sidhani kama hiyo ni lockdown!,[5]
"Nadhani inaonekana vizuri. Nimependa rangi nzuri uliyochagua. Picha ni nzuri sana, umenunua samani mpya?",[1]
Basi hilo lilikuwa likitoka Mwanza kuelekea Kigoma. Hamna Vifo ni Majeruhi tu. ,[3]
Mtoto gani anasema uongo?,[5]
"Wakati siku moja hakuna mtu aliyeweza kumwinua kutoka kwa trela yake, ilikuwa Lee Marvin ambaye aliingia kimya kimya na kumkuta mtu aliye mpumbavu, mpweke, mwenye huzuni. ",[3]
tisa usiku tukikabwa!,[5]
Habari mpendwa ! umekuwa na siku njema leo ?,[1]
"Philip , mimi kwa kweli alikuwa na furaha kusikia kuhusu tuzo yako . Hongera !",[1]
Kweli ajira ni ngumu! Unauza roho yako kwa kuogopa kwamba ukivaa barakoa utatimuliwa? ,[5]
Yaani kisa una Tecno na bando ya buku hata kula hujala unawaza maajabu mitano ijayo??? wewe ni fala kweli??.,"[2, 4]"
Mimi pia nnatatizo la moyo kwenda mbio na roho kuuma bira sababu nshaenda hospital kupima sina presha,[3]
"Natamani viongozi wengine waige, nimeipenda Sana hii",[1]
tusameheane tuu napata shida kidogo kuelewa lafudhi yako .,[3]
Inaonekana nzuri mno! Ni kiasi gani hiyo?,[1]
Yaani chanjo inakua updated kama vile unavyo update Windows kwenye laptop.,[4]
"Bora umekuja, ingia tafadhali. Mashine ya kufua ipo juu ghorofani, inazidi tuu kuharibika.","[1, 4]"
"Hapana , siyo mimi .",[3]
Unasema nini? Tunataniana au ni nini tatizo,[5]
"Ila wanaume wa uswahilini baadh wanapenda kulishwa sana, ndomana wake zao wanadanga sana",[4]
"Hii ilikuwa hatima yangu, na imekuwa baraka kabisa.",[1]
Mungu ampe pumnziko la milele.Tutakukumbuka kwa uthubutu wako kuleta mapinduzi ya miundombinu.,[3]
"`` Mheshimiwa Spika, najua kuwa kutakuwa na huzuni kubwa. ",[3]
Katika vitu ambavyo nimeshindwa kuvitilia mkazo ni pamoja na birthday yangu...,[0]
Hili ni jambo jema na tulitumie vyema kupata majibu ya maswali yetu,[1]
Halafu uso wa aliyekufa uling'aa kama kando ya wingu kwenye mwangaza wa mwezi.,[1]
"Nakuomba unipokee, nakuahidi nitaishi nawe kwa heshima na adabu",[3]
Nani anawajibika kwa ajili ya kushughulikia malalamiko hapa ? Napenda kutoa malalamiko machache.,[2]
" Hayo madawa ya kiasili na kujifukiza ni ""hatari sana"" kuliko Chanjo mpya inayohusishwa na vifo kibao vya watu ndani ya siku chache tu?","[4, 6]"
"Asante , lakini kwa leo ninaangalia tuu, hii sketi bei gani ?",[1]
Naandika kwa masikitiko makubwa sana.,[3]
dikteta huyoo,[4]
Mahusiano gani tena jamani wakati tumekubaliana nipo kwenye mahusiano ambayo sijui yanahusiana na nini,[5]
"Duuh msiba mzito huu sana kwa taifa hili, Bwana alitoa Bwana ametwaa jina la Bwana lihimidiwe",[3]
"Alikuwa mtu wa watu, watu wengi wamejitokeza kwenye mazishi ",[3]
" Aliinamisha kichwa chake kwa huzuni, na akaugua kwa huzuni kuu, kama roho isiyo na utulivu inavyoweza kuugua.",[3]
Huyu jamaa alikua wapi siku zote hizi? ,[5]
Mpenzi wangu amevunja mahusiano na mimi.,[3]
Uongo wenu unasababisha maambukizi kuwa makubwa na kuongeza idadi ya vifo ,"[2, 4]"
"Kejeli, mizaha na matusi hayatakiwi hapa.",[4]
Vizuri . Siwezi kupata ufunguo wangu sasa . Nadhani mimi nimeupoteza.,[3]
" ""Kila kitu karibu nami ni kizuri na cha kupendeza, hii hunifanya nifurahi.""",[1]
Macelebrity mawanawake ya bongo akili zimejaa funza tupu.?,"[2, 4]"
"Kwa Upinzani, Sam Galbraith alisema alikuwa na hasira zaidi. ",[2]
Inasikitisha sana kwa kweli,[3]
Ni mauaji kunikatalia mimi binafsi kupata chanjo.,[2]
Ni wivu au nini....?,[5]
Unaogopa na kamili ya msisimko. ,[1]
"furaha niliyonayo ni kubwa, hakuna mtu ulimwenguni anayeweza kujisikia mwenye furaha kuliko mimi. """,[1]
Dunia hii imejaa watu waovu wenye visasi na wivu kwa watu wao wa karibu,[3]
Bunge limesitisha kwa muda shughuli zake za leo ili kujadili changamoto ya bei duni inayowakumba wakulima wa mahindi nchini.,[0]
Mijanaume ya Dar inaboa kinoma noma,[4]
MUNGU akutangulie katika awam nyingine tena raisi wa watanzania,[1]
Wangap Wana amini Izo video alizotumia zinatokana na muviii ila wakatii asiliaa wenyewe haupo Yule aliyeenda kulala ndo aliyeandika kitabu cha maut ya titac lazimaa wafeee Tu lazimaaaaa,[5]
Kukomoana tu!,[4]
Kuudumia wagonjwa na kuwaona wakitembea nje ya hospitali wakiwa wanajisikia vizuri ilikua hisia nzuri kwangu,[1]
"kuna shimo usiendelee kuendesha gari kuelea njia hiyo tafadhali, tutaangukia shimoni",[6]
"MAMA MZAA CHEMA! Furaha imetawala katika nyuso  zake, raha na Furaha aliyonayo haijifichi . Hii Yote ni kutokana na Mapenzi makubwa Watanzania waliomuonesha Binti Yake kwa muda Mfupi.",[1]
Umalaya ni kuwa na mahusiano ya kimapenzi watu kadhaa kwa wakati mmoja. ,[4]
"Hapa ndipo tunapoimba,  pako vizuri nadhani unaweza hata kulala !",[1]
"Johnny , siwezi kuamini ulifanya hivyo .",[5]
Vipi kuhusu kuja na mimi kukutana na marafiki zangu kutoka Marekani,[1]
"Asante , Rick ! Kama unaweza kuona , wanawake na muungwana , sisi ni hapa katika nzuri Kokoto Pwani ambapo juu golfers katika dunia ni kujaribu kushinda tuzo ya dola milioni moja !",[1]
"Manara anahisi kofia inamdanganya, baba ndo ushindi huoooo",[1]
"honey , usiniambie kwamba umesahau maadhimisho ya miaka ya kumbukizi yetu?",[5]
"Bila ya shaka. Vitu hivi hapa, na ndio vimewasili .",[1]
afurahi nini wakati ye mwenyewe alikua analelewa tu!,[5]
"Huku vijijini watu wanaogopa Sana serikali, Kitachotokea hapo ni wanakijiji wengi kuchoma kwa kuhofu!",[6]
Bia tamu ila ulevi wake ni kitoko????????,[0]
"Gloria akatulia, mdomo wake ukikaa, kisha akamgeukia Ruth kwa mshangao. ",[5]
Huyu hapa kashafika . Unaonekana mdogo ukivaa rangi ya njano .,[1]
hamna kitu hapa,[4]
Mapimbi kabisa nuksi tupu.,[4]
Nimeweka makala inayoonesha matatizo ya majengo marefu. Kwa facts. Wivu unakuja vipi hapo?,[5]
Jackson amebreak up na mimi.,[3]
ebu tupitie tena mara ya mwisho mana sitaki usumufu badae !,[2]
Madereva wa malori wa Malawi (sio wa Tanzania) wana mgomo wa kutaka kuongezewa mishahara.,[0]
Jamaa mnafiki huyuu,[4]
"alijaribiwa kama matibabu kwa wagonjwa waliofadhaika, na kupewa zaidi ya wiki badala ya siku, lakini ilikuwa na hasara na faida. ",[3]
nawaambiaje puuzen hadi yawakute maana hakuna atayekuja kukulinda....watz wengi bado tuna ujinga,"[2, 4]"
"Siasa isitufanye tusahau utu na heshima zetu. Tupendaneni,mambo ya uchaguzi yameisha. Iwe kwa furaha au maumivu. ",[4]
"Alidhani anapaswa kuhisi kufadhaika, lakini alijisikia raha tu, na ilionekana kuwa kitu cha asili ulimwenguni kuwa njia ya mwangaza wa jua kwenda kwa Raynor",[1]
Mama wa Taifa Pole jamani,[3]
Usingoje serikali kukwambia unawe mikono au kuvaa barakoa ukienda maeneo hatarishi,[4]
Taarifa zingine nafikiri zichunguzwe before hamjatangaza. ,[4]
Napenda sna unapochukulia picha,[1]
Mnaenda wapi wakati mmepoteza dira?,[5]
Chawa mna tabu Sana,"[4, 0]"
Hahahah uyo ndo mheshimiwa bwege ,[1]
Hivi unadhani wakisema wanawake watembee uchi kuna mwanaume atapinga,[5]
Kila pumzi unayoivuta ndivyo hivyo unakisogelea kifo chako.,[3]
"Na ingawa, kama Lachlan alikuwa amepanga, walikuwa wakitarajia shambulio hilo asubuhi, walifurahi sana wakati waangalizi wao waliripoti mbinu ya Macleans jioni ya mapema",[1]
Tanzania imejaa wajinga wengi sana ndiyo maana unaona matamko ya kipumbavu kama haya.,"[2, 4]"
Umeuaaa,[0]
Jamani Mama zetu achen kutembea na watoto wadogo ona sasa hii si aibu hii,[4]
"Hao sio ma masheik ni Ma paka ?????, wezi, wadhulumaji, sio creative kazi yao ni kuowa wanawake wengi na kuzaa hovyo","[2, 4]"
"hivi"" nyie wasafi akili zenu nizakitanzania? si kwautunduhuu nawaombea muishi milele",[1]
Pia Nakuunga na vifurushi vya AZAM Tv MIEZI 3,[0]
Hii inaonekana kama mgahawa nzuri .,[1]
"Badala yake, nilirudi taratiibu nikitembea pembeni ya barabara, nikitazama watu wengine waliofurahishwa na upatikanaji wa maji. ",[1]
"Kinachoshangaza ni pale anapojitokeza mtu kuwahimiza watu kuwa makini, serekali inajitokeza kukana.","[4, 5]"
"'Nimefurahi, ""Julia alimwambia Margaret. ",[1]
Furaha kama yote.,[1]
Hapana mimi ni Gwajima wa JF sura yangu hiyo hapo kwa avatar,[0]
Ilikuwa kipimo cha mshangao wa Arnold kwamba alitumia msemo wa lahaja ya wasiwasi. ,[5]
una roho nzuri sana. Asante.,[1]
Yani mama yako anamwaga machoz hivi! Utavua nguo! Mshenzi mkubwa ww.,[2]
mnadhani hata kama wakivaa barakoa cd19 itakwisha? Hebu mje na hoja za msingi ,[5]
Shirika la Afya Duniani (WHO) lineeleza wasiwasi wake kutokana na kuibuka tena kwa ugonjwa wa Ebola Afrika Magharib,"[3, 6]"
mmenishtukiza ! Hii ni bonge ya zawadi sijawahi kupokea .,[5]
Najisikia mwenye huruma sana kwa ajili ya huyo mtoto,[3]
Katika wote nampenda sana yeye,[1]
sasa mnakimbia nin endeleen kuandamana?,[5]
Hatari,[0]
"Kiukweli siwezi kufurahia Udhalimu, RIP JPM","[3, 4]"
Unajua mkuu wewe hapa unaheshimika ila hii tabia yako ya kudai kujua majina ya watu wengi hapa umekosolewa,[4]
"Ndiyo, siwezi kulala vizuri kila usiku baada ya kufiwa na mke wangu.",[3]
